Title,Coordinates,Reviews,Review_Points,Address,Website,Phone,Category
Six Seven Restaurant,"47.61258859456627, -122.35189237881836","1,319 reviews",4.5,"2411 Alaskan Way, Seattle, WA 98121",edgewaterhotel.com,(206) 269-4575,Seafood Restaurant
Six17 Salon,"47.60390609025726, -122.3347090788186",10 reviews,3.5,"816 1st Ave, Seattle, WA 98104",Not Available,Not Available,Beauty Salon
Skillet Capitol Hill,"47.613276864919854, -122.3130496235471","1,926 reviews",4.4,"1400 E Union St, Seattle, WA 98122",skilletfood.com,(206) 512-2001,New American Restaurant
Sky City at the Space Needle,"47.620524592469735, -122.34933546689824",226 reviews,4,"400 Broad St, Seattle, WA 98109",spaceneedle.com,(206) 905-2100,Pacific Northwest Restaurant (Us)
Sky View Observatory - Columbia Center,"47.60458089501973, -122.33005623519186","2,510 reviews",4.7,"700 4th Ave, Seattle, WA 98104",skyviewobservatory.com,(206) 386-5564,Observatory
Smith Tower,"47.602077039629926, -122.33128967327184","2,368 reviews",4.6,"506 2nd Ave, Seattle, WA 98104",smithtower.com,(206) 624-0414,Historical Landmark
Snappy Dragon,"47.69379943851568, -122.31666134313585","1,037 reviews",4.3,"8917 Roosevelt Way NE, Seattle, WA 98115",snappydragon.com,(206) 528-5575,Chinese Restaurant
So Much Yarn,"47.609798975020695, -122.34013047936949",104 reviews,4.4,"1525 1st Ave #4, Seattle, WA 98101",somuchyarn.com,(206) 443-0727,Yarn Store
SODO Flea Market,"47.57060245325203, -122.32386048676618",129 reviews,4.3,"3701 7th Ave S, Seattle, WA 98134",sodoflea.com,(206) 496-7005,Flea Market
Sound View Cafe,"47.60881544429755, -122.34003952724505",621 reviews,4.2,"1501 Pike Pl #501, Seattle, WA 98101",soundviewatpike.com,(206) 623-5700,Restaurant
Spa Noir,"47.61326386897758, -122.3431473923117",114 reviews,4.7,"2120 2nd Ave, Seattle, WA 98121",spanoir.net,(206) 448-7600,Day Spa
Space Needle,"47.620730459656336, -122.34938468991155",36078 reviews,4.6,"400 Broad St, Seattle, WA 98109",https://www.spaceneedle.com/,(206) 905-2100,Tourist Attraction
Spatini Beauty Lounge,"47.60746121569349, -122.32772455792956",Not Available,Not Available,"907 8th Ave, Seattle, WA 98104",Not Available,(206) 453-5380,Beauty Salon
Spinasse,"47.61526802109497, -122.31415613648937",953 reviews,4.7,"1531 14th Ave, Seattle, WA 98122",spinasse.com,(206) 251-7673,Italian Restaurant
Squirrel Chops,"47.6129720620634, -122.30299946532504",223 reviews,4.7,"2201 E Union St, Seattle, WA 98122",squirrelchops.com,(206) 485-7017,Coffee Shop
Star Fusion and Bar,"47.62431289514204, -122.32008418676449",223 reviews,4.8,"538 Broadway E, Seattle, WA 98102",starbroadway.com,(206) 257-5127,Asian Fusion Restaurant
Starbucks,"47.61422605738057, -122.32773293648933",393 reviews,4.3,"601 S Michigan St, Seattle, WA 98108",starbucks.com,(206) 762-0342,Coffee Shop
Stateside,"47.614375856821134, -122.3274997978583",828 reviews,4.5,"300 E Pike St #1200, Seattle, WA 98122",statesideseattle.com,(206) 557-7273,Asian Fusion Restaurant
Steinbrueck Native Gallery,"47.611233172018345, -122.34355677936946",49 reviews,4.8,"2030 Western Ave, Seattle, WA 98121",steinbruecknativegallery.com,(206) 441-3821,Art Gallery
Steve Cox Memorial Park,"47.51186877936002, -122.35130660820771",360 reviews,4.3,"1321 SW 102nd St, Seattle, WA 98146",kingcounty.gov,(206) 477-6150,Park
Stitches,"47.614090520689274, -122.3221591425871",65 reviews,4.8,"711 E Pike St, Seattle, WA 98122",stitchesseattle.com,(206) 709-0707,Fabric Store
Stonington Gallery,"47.5993225514373, -122.33286620950312",41 reviews,4.9,"125 S Jackson St, Seattle, WA 98104",stoningtongallery.com,(206) 405-4040,Art Gallery
Stranded by the Sea,"47.81100065285011, -122.38226572594152",24 reviews,5,"176 Sunset Ave, Edmonds, WA 98020",strandedbythesea.com,(425) 582-2694,Yarn Store
Streissguth Gardens,"47.6350598016427, -122.32045683094225",117 reviews,4.7,"1640 Broadway E, Seattle, WA 98102",streissguthgardens.com,(206) 280-5842,Garden
Studio 45,"47.65421668954939, -122.33593891140605",92 reviews,5,"3627 Stone Way N suite D, Seattle, WA 98103",studio45seattle.com,(762) 233-4545,Pilates Studio
Sturgus Park,"47.59449602524822, -122.31411634813433",30 reviews,4.2,"904 Sturgus Ave S, Seattle, WA 98144",seattle.gov,(206) 684-4075,Park
Sunrise P-Patch,"47.563129370912755, -122.2906657388907",10 reviews,4,"4233 33rd Ave S, Seattle, WA 98118",seattle.gov,Not Available,Park
Sunset Hill Park,"47.68356478548108, -122.40040574388306",727 reviews,4.8,"7531 34th Ave NW, Seattle, WA 98117",seattle.gov,(206) 684-4075,Park
Sunset Place,"47.6666159266066, -122.35773027456804",20 reviews,4.7,"105 NW 52nd St, Seattle, WA 98107",seattle.gov,(206) 684-4075,Park
Super Hair Salon,"47.68801744771463, -122.31114133648722",87 reviews,4.9,"8072 Lake City Way NE # A, Seattle, WA 98115",Not Available,(206) 526-0569,Hair Salon
Suquamish Museum,"47.72938847809981, -122.55733815182838",197 reviews,4.7,"6861 NE South St, Suquamish, WA 98392",suquamish.nsn.us,(360) 394-8499,Museum
Surrey Downs Park,"47.60398135612343, -122.19287652189438",258 reviews,4.6,"11177 SE 4th St, Bellevue, WA 98004",bellevuewa.gov,(425) 452-6885,Park
Susan Wheeler Home,"47.552894448139405, -122.3200827965621",18 reviews,4.7,"5515 Airport Way S, Seattle, WA 98108",susanwheelerhome.com,(360) 402-5080,Antique Store
Sushi Kashiba,"47.61013483887009, -122.34082536957379","1,363 reviews",4.7,"86 Pine St Suite #1, Seattle, WA 98101",sushikashiba.com,(206) 441-8844,Sushi Restaurant
SW Brace Point Dr - Public Shore View,"47.520242288732035, -122.39471681745185",21 reviews,4.4,"Fauntleroy Way SW, Seattle, WA 98136",seattle.gov,(206) 386-4575,Park
Swansons Nursery,"47.700485970267586, -122.37648304443371",746 reviews,4.8,"9701 15th Ave NW, Seattle, WA 98117",swansonsnursery.com,(206) 782-2543,Garden Center
Swimming Area Cedar River,"47.43724200454955, -122.05771375608532",3 reviews,3.7,"21169 SE 184th St, Maple Valley, WA 98038",Not Available,Not Available,Park
Swing Salon,"47.61290583328212, -122.30014580950281",26 reviews,4.7,"2423 E Union St, Seattle, WA 98122",swing25.com,(206) 310-8237,Hair Salon
Swink Style Bar,"47.613905165366695, -122.33566552539598",70 reviews,4.4,"611 Stewart St, Seattle, WA 98101",swinkstylebar.com,(206) 682-7070,Beauty Salon
T-Mobile Park,"47.59148940713225, -122.33200424628555","16,525 reviews",4.7,"1250 1st Ave S, Seattle, WA 98134",seattle.mariners.mlb.com,(206) 346-4000,Stadium
Tabletop Village,"47.59701407723426, -122.32204140155665",42 reviews,4.9,"616 8th Ave S, Seattle, WA 98104",tabletopvillage.com,Not Available,Game Store
Tacos Chukis,"47.581211530409576, -122.31138863945114",501 reviews,4.5,"1608 S Roberto Maestas Festival St, Seattle, WA 98144",seattlechukis.com,(206) 971-2440,Mexican Restaurant
Tacos Chukis,"47.62203946499141, -122.32101152551311","2,680 reviews",4.7,"219 Broadway E, Seattle, WA 98102",seattlechukis.com,(206) 905-8537,Mexican Restaurant
Tacos Chukis,"47.61457609499186, -122.30264375903936",426 reviews,4.5,"2215 E Union St, Seattle, WA 98122",seattlechukis.com,(206) 973-7994,Taco Restaurant
Tacos Chukis,"47.62774319222951, -122.3380403586506","2,189 reviews",4.6,"832 Dexter Ave N, Seattle, WA 98109",seattlechukis.com,(206) 518-9025,Mexican Restaurant
Taku,"47.614380024288224, -122.32323040340493",97 reviews,4.5,"706 E Pike St, Seattle, WA 98122",takuseattle.com,(206) 829-9418,Japanese Restaurant
Tamarind Tree,"47.600088086157676, -122.31695416587617","1,204 reviews",4.4,"1036 S Jackson St, Seattle, WA 98104",tamarindtreerestaurant.com,(206) 860-1404,Vietnamese Restaurant
Taneda,"47.62067179033921, -122.32107329600919",162 reviews,4.9,"219 Broadway E #14, Seattle, WA 98102",tanedaseattle.com,(206) 457-8921,Sushi Restaurant
Tanoor Seaettle,"47.62707976331787, -122.34190625608004",354 reviews,4.4,"803 Dexter Ave N, Seattle, WA 98109",tanoor.com,(206) 457-5272,Lebanese Restaurant
Tanuki Izakaya,"47.66837722969979, -122.31227511559891",78 reviews,4.3,"5266 University Way NE, Seattle, WA 98105",tanukiseattle.com,(206) 708-6852,Restaurant
Tapas Lab,"47.67964707814011, -122.32382374443408",248 reviews,4.6,"7012 Woodlawn Ave NE, Seattle, WA 98115",tapaslab.com,(206) 775-1744,Tapas Restaurant
Tapster,"47.62576275241016, -122.33615110395566",162 reviews,4.1,"1011 Valley St, Seattle, WA 98109",tapstertastingroom.com,(206) 257-1857,Pub
Taste of the Caribbean,"47.6065314821736, -122.31541897327165",403 reviews,4.5,"1212 E Jefferson St, Seattle, WA 98122",tasteofthecaribbeanseattle.com,(206) 323-9112,Caribbean Restaurant
Tavolàta Capitol Hill,"47.6141349600698, -122.32520225737836",559 reviews,4.4,"501 E Pike St, Seattle, WA 98122",ethanstowellrestaurants.com,(206) 420-8355,Italian Restaurant
Taylor Shellfish Oyster Bar,"47.62481927945807, -122.34963218249044",762 reviews,4.4,"124 Republican St, Seattle, WA 98109",taylorshellfishfarms.com,(206) 501-4442,Oyster Bar Restaurant
Taylor Shellfish Oyster Bar,"47.61621653282285, -122.32620013122481","1,047 reviews",4.5,"1521 Melrose Ave, Seattle, WA 98122",taylorshellfishfarms.com,(206) 501-4321,Seafood Restaurant
Taylor Shellfish Oyster Bar,"47.61639010622143, -122.32353938000666","1,125 reviews",4.6,"410 Occidental Ave S, Seattle, WA 98104",taylorshellfishfarms.com,(206) 501-4060,Seafood Restaurant
Tea Republik,"47.662305603656016, -122.3132470727192",382 reviews,4.7,"4527 University Way NE, Seattle, WA 98105",tearepublik.square.site,(206) 485-2314,Tea House
Teachers Lounge,"47.69101322663668, -122.35457143334062",204 reviews,4.3,"8505 Greenwood Ave N, Seattle, WA 98103",teachersloungeseattle.com,(206) 706-2880,Cocktail Bar
TechCity Bowl,"47.66674093701578, -122.1654984788168",628 reviews,4.1,"13033 NE 70th Pl, Kirkland, WA 98033",techcitybowl.com,(425) 827-0785,Bowling Alley
Ted's Sports Center,"47.8577047730725, -122.28808974442926",150 reviews,4.7,"15526 Hwy 99, Lynnwood, WA 98087",tedssportscenter.com,(425) 743-9505,Fishing Store
Teinei,"47.623405847935764, -122.3310739481335",531 reviews,4.2,"1256 Republican St #5538, Seattle, WA 98109",teinei-seattle.com,(206) 420-4500,Japanese Restaurant
TeKu Tavern + Café,"47.618849948732716, -122.34608005737806",816 reviews,4.6,"552 Denny Way, Seattle, WA 98109",tekutavern.beer,(206) 466-1764,Bar
Ten Thousand Villages,"47.67576195149936, -122.31636991614991",39 reviews,4.7,"6417 Roosevelt Way NE #101, Seattle, WA 98115",tenthousandvillagesseattle.com,(206) 524-9223,Gift Shop
Tennis Center Sand Point,"47.681330036905685, -122.26012841559867",127 reviews,4.4,"7135 Sportsfield Dr NE, Seattle, WA 98115",tenniscentersandpoint.com,(206) 522-5008,Tennis Court
Tenth West,"47.63619488552365, -122.37010778676435",167 reviews,4.6,"1903 10th Ave W, Seattle, WA 98119",Not Available,(206) 708-6742,Breakfast Restaurant
Terra Plata,"47.61455729368877, -122.3277075923115","1,042 reviews",4.3,"1501 Melrose Ave, Seattle, WA 98122",terraplata.com,(206) 325-1501,New American Restaurant
Terry Pettus Park,"47.63675197918653, -122.32924417087081",149 reviews,4.3,"2001 Fairview Ave E, Seattle, WA 98102",seattle.gov,(206) 684-4075,Park
The 5 Point Cafe | Seattle's Legendary Dive Bar & Diner,"47.61830983399453, -122.34663831190248","5,292 reviews",4.3,"415 Cedar St, Seattle, WA 98119",the5pointcafe.com,(206) 448-9991,Diner
The Art Hangout,"47.70639579315757, -122.28250524628237",9 reviews,5,"10550 41st Pl NE, Seattle, WA 98125",artbyarndt.com,(206) 297-1762,Art Gallery
The Attic Madison Park,"47.636518044665884, -122.27679665238205",192 reviews,4,"4226 E Madison St, Seattle, WA 98112",theatticmadpark.com,(206) 257-5283,Sports Bar
The Avid Angler,"47.753911869195925, -122.2794120640232",66 reviews,4.9,"17171 Bothell Way NE #A272, Seattle, WA 98155",avidangler.com,(206) 362-4030,Fishing Store
The BackDoor,"47.65236455135859, -122.35228474813285",478 reviews,4.3,"462 N 36th St, Seattle, WA 98103",backdoorfremont.com,(206) 632-7322,Cocktail Bar
The Barn Owl Vintage Goods,"47.668646104034956, -122.39015422909229",4 reviews,5,"2611 NW Market St Rear, Seattle, WA 98107",barnowlseattle.com,(206) 486-5442,Vintage Clothing Store
The Beehive Mercantile,"47.66908435223603, -122.37219954498549",11 reviews,4.3,"5500 14th Ave NW #2, Seattle, WA 98107",m.facebook.com,(206) 781-7061,Boutique
The Beer Junction,"47.562725109962514, -122.38645085423293",731 reviews,4.8,"4511 California Ave SW, Seattle, WA 98116",thebeerjunction.com,(206) 938-2337,Beer Store
The Black Duck Cask and Bottle,"47.54029177832932, -122.04090804628714",940 reviews,4.5,"317 N.W. Gilman Blvd. #31-B, Issaquah, WA 98027",theblackduckcaskandbottle.com,(425) 395-7138,Pub
The Bottleneck Lounge,"47.62011788647061, -122.30097821375138",133 reviews,4.6,"2328 E Madison St, Seattle, WA 98112",bottlenecklounge.com,(206) 323-1098,Bar
The Boxing Gym Westside,"47.51232491060675, -122.35522489786116",48 reviews,4.9,"10031 16th Ave SW, Seattle, WA 98106",theboxinggymws.com,(206) 939-7415,Boxing Gym
The Butcher's Table,"47.617661152185676, -122.3379641156003","1,529 reviews",4.5,"2121 Westlake Ave, Seattle, WA 98121",thebutcherstable.com,(206) 209-5990,Steak House
The Capital Grille,"47.60844441228812, -122.33485811929853","1,243 reviews",4.6,"1301 4th Ave, Seattle, WA 98101",thecapitalgrille.com,(206) 382-0900,Fine Dining Restaurant
The Center for Wooden Boats,"47.656815564734984, -122.28429665697111",342 reviews,4.7,"1010 Valley St, Seattle, WA 98109",cwb.org,(206) 382-2628,Maritime Museum
The Colour Distillery Hair Lounge,"47.6568882518212, -122.34263864388386",31 reviews,4.9,"4103 Stone Way N, Seattle, WA 98103",thecolourdistillery.com,Not Available,Hair Salon
The Fiber Gallery,"47.6891395105138, -122.35436081190066",26 reviews,4.9,"8212 Greenwood Ave N, Seattle, WA 98103",fibergallery.com,(206) 706-4197,Yarn Store
The Growler Guys,"47.69073349592838, -122.30684960580271","1,011 reviews",4.6,"8500 Lake City Way NE, Seattle, WA 98115",thegrowlerguys.com,(206) 522-2337,Beer Garden
The Gum Wall,"47.60854874525653, -122.33990904813395","8,829 reviews",4.2,"1428 Post Alley, Seattle, WA 98101",unexpectedproductions.org,(206) 587-2414,Tourist Attraction
The Lodge Sports Grille,"47.60722028151471, -122.33350675737842",495 reviews,3.8,"1102 4th Ave, Seattle, WA 98101",thelodgesportsgrille.com,(206) 557-7360,Bar & Grill
The Lodge Sports Grille,"47.56111559550923, -122.3851388272464",316 reviews,3.8,"4209 SW Alaska St, Seattle, WA 98116",thelodgesportsgrille.com,(206) 388-3337,Sports Bar
The London Plane,"47.60021302003874, -122.33226206347645",757 reviews,4.3,"300 Occidental Ave S, Seattle, WA 98104",thelondonplaneseattle.com,(206) 624-1374,Cafe
The Masonry,"47.6257870760866, -122.35482096587559",661 reviews,4.6,"20 Roy St, Seattle, WA 98109",themasonryseattle.com,(206) 453-4375,Pizza Restaurant
The Masonry Fremont,"47.64966301447257, -122.34780204443496",424 reviews,4.3,"730 N 34th St, Seattle, WA 98103",themasonryseattle.com,(206) 557-4907,Pizza Restaurant
The Museum of Flight,"47.518776987947064, -122.29607129656293","11,101 reviews",4.8,"9404 E Marginal Way S, Seattle, WA 98108",museumofflight.org,(206) 764-5700,Museum
The Nock Point,"47.796412883360375, -122.3268437076488",158 reviews,4.3,"22313 70th Ave W, Mountlake Terrace, WA 98043",thenockpoint.com,(425) 672-8080,Archery Range
The NOOK,"47.58388684007918, -122.38599679601002",278 reviews,4.8,"2206 California Ave SW Suite A, Seattle, WA 98116",thenookseattle.com,(206) 420-7414,Lounge
The North Face Pike Street,"47.61130931210114, -122.33416856587607",126 reviews,4.3,"520 Pike St Ste 100, Seattle, WA 98101",stores.thenorthface.com,(206) 467-4114,Clothing Store
The Octopus Bar,"47.66126306936295, -122.33247177881694",696 reviews,4.5,"2121 N 45th St, Seattle, WA 98103",theoctopusbar.com,(206) 397-4557,Bar
The Pacific Northwest Shop,"47.66091103082253, -122.33614180765245",24 reviews,4.9,"4411 Wallingford Ave N, Seattle, WA 98103",pacificnorthwestshop.com,(206) 535-6920,Gift Shop
The Painted Palace,"47.626791364075906, -122.16658383519115",13 reviews,4.1,"1813 130th Ave NE, Bellevue, WA 98005",paintedpalaceparties.com,(425) 889-5100,Painting Studio
The Paisley Whale,"47.797388886442455, -122.4962362002532",12 reviews,4.8,"11264 NE State Hwy 104, Kingston, WA 98346",facebook.com,(360) 297-4447,Gift Shop
The Pharmacy,"47.599541132001505, -122.3327398499831",78 reviews,4.4,"126 S Jackson St, Seattle, WA 98104",thepharmacyseattle.com,(206) 682-3242,Cocktail Bar
The Pike Brewing Company,"47.60834771251675, -122.33934603464066","1,455 reviews",4.3,"1415 1st Ave, Seattle, WA 98101",pikebrewing.com,(206) 622-6044,Brewpub
The Pink Door,"47.61049537385513, -122.34186302724513","4,253 reviews",4.6,"1919 Post Alley, Seattle, WA 98101",thepinkdoor.net,(206) 443-3241,Italian Restaurant
The Purple Store,"47.610260141362296, -122.34138086162729",117 reviews,4.2,"92 Stewart St, Seattle, WA 98101",thepurplestore.com,(206) 801-1599,Gift Shop
The Rendezvous,"47.61474787384382, -122.34567195977836",344 reviews,4.5,"2322 2nd Ave, Seattle, WA 98121",therendezvous.rocks,(206) 441-5823,American Restaurant
The Rhododendron Cafe,"47.61003480679545, -122.32619193279176",63 reviews,4,"1006 Spring St #101, Seattle, WA 98104",innatvirginiamason.com,Not Available,Pacific Northwest Restaurant (Us)
The Scotch Pine,"47.619231756596335, -122.30174360210694",255 reviews,4.7,"2311 E Madison St, Seattle, WA 98112",thescotchpine.com,(206) 670-7870,Barber Shop
The secret garden,"47.60829124590886, -122.34004721560065",3 reviews,4.7,"1426 Western Ave, Seattle, WA 98101",Not Available,Not Available,Museum
The Sock Monster,"47.661454141047535, -122.33395420025688",232 reviews,4.9,"1909 N 45th St, Seattle, WA 98103",thesockmonster.com,(206) 724-0123,Clothing Store
The Steamer Virginia V,"47.62811672998297, -122.33652953094237",47 reviews,4.8,"Union Park, Lake, Seattle, WA 98109",virginiav.org,(206) 624-9119,Maritime Museum
The Sweet Spot Sugaring Studio,"47.651238436873356, -122.35062745238164",61 reviews,4.9,"3507 Evanston Ave N, Seattle, WA 98103",sweetspotseattle.com,(206) 632-3602,Beauty Salon
The Tea Cozy Yarn Shop,"47.671669618181106, -122.38657028121652",74 reviews,4.5,"5816 24th Ave NW, Seattle, WA 98107",teacozyyarn.com,(206) 783-3322,Yarn Store
The Triple Door,"47.608919710295815, -122.33672002724505","1,756 reviews",4.5,"216 Union St, Seattle, WA 98101",tickets.thetripledoor.net,(206) 838-4333,Live Music Venue
The Unity Museum,"47.66122353388762, -122.31277089840805",11 reviews,4.8,"4341 1/2 University Way NE #210, Seattle, WA 98105",unitymuseum.org,(206) 390-9982,Museum
The Walrus and the Carpenter,"47.66377787776283, -122.37990676532355","1,492 reviews",4.5,"4743 Ballard Ave NW, Seattle, WA 98107",thewalrusbar.com,(206) 395-9227,Oyster Bar Restaurant
The Westy Roosevelt,"47.67582282331775, -122.31426912724304",288 reviews,4.5,"1215 NE 65th St, Seattle, WA 98115",thewestyseattle.com,(206) 402-5518,Bar
The Westy Sports & Spirits,"47.53170442593519, -122.37597012299844",569 reviews,4.5,"7908 35th Ave SW, Seattle, WA 98126",thewestyseattle.com,(206) 937-8977,Sports Bar
The Whale Wins,"47.64998999673919, -122.34164186957273",480 reviews,4.5,"3506 Stone Way N, Seattle, WA 98103",thewhalewins.com,(206) 632-9425,European Restaurant
The Whisky Bar,"47.61326636295285, -122.34324353279163","1,037 reviews",4.4,"2122 2nd Ave, Seattle, WA 98121",thewhiskybar.com,(206) 443-4490,Bar
The White Swan Public House,"47.62929027930563, -122.33100116957333",628 reviews,4.3,"1001 Fairview Ave N, Seattle, WA 98109",whiteswanpublichouse.com,(206) 588-2680,Seafood Restaurant
The Wishing Stone,"47.81072059508122, -122.37545771799488",157 reviews,4.8,"523 Main St, Edmonds, WA 98020",thewishingstone.com,(425) 712-1060,Jewelry Store
Theatre Off Jackson,"47.599036744817404, -122.32297968916522",187 reviews,4.7,"409 7th Ave S, Seattle, WA 98104",theatreoffjackson.org,(206) 340-1049,Performing Arts Theater
Third Place Books Seward Park,"47.55581474750219, -122.26956446217972",388 reviews,4.7,"5041 Wilson Ave S, Seattle, WA 98118",thirdplacebooks.com,(206) 474-2200,Book Store
Thomas C. Wales Park,"47.64039573473963, -122.34501751319985",40 reviews,4,"2401 6th Ave N, Seattle, WA 98109",seattle.gov,(206) 684-4075,Park
Thunderbird Tavern,"47.68393806559147, -122.37659400395404",147 reviews,4.5,"7515 15th Ave NW, Seattle, WA 98117",tbirdballard.com,(206) 781-2473,Bar & Grill
Tilikum Place Cafe,"47.61802529509784, -122.3473267076536","1,366 reviews",4.6,"407 Cedar St, Seattle, WA 98121",tilikumplacecafe.com,(206) 282-4830,Cafe
Tisbury Art Glass,"47.6100018413147, -122.34211142724492",Not Available,Not Available,"6523 California Avenue Southwest, Seattle, WA 98136",tisburyartglass.com,(206) 931-1572,Art Gallery
Tolt Yarn and Wool,"47.64820032953602, -121.91337156217733",124 reviews,4.9,"4509 Tolt Ave, Carnation, WA 98014",toltyarnandwool.com,(425) 333-4066,Yarn Store
Toulouse Petit Kitchen & Lounge,"47.62485528281663, -122.35626215608019","4,377 reviews",4.5,"601 Queen Anne Ave N, Seattle, WA 98109",toulousepetit.com,(206) 432-9069,Creole Restaurant
Tousle LLC,"47.66205459362979, -122.34199676162575",31 reviews,5,"4565 Stone Way N, Seattle, WA 98103",salontousleseattle.com,(206) 229-8144,Hair Salon
Tractor Supply Co.,"47.535131630965765, -122.60739903464265",553 reviews,4.3,"1415 Olney Ave SE, Port Orchard, WA 98366",tractorsupply.com,(360) 874-7486,Home Improvement Store
Tracy's Hair Studio,"47.66711310849131, -122.31195170820341",127 reviews,4.9,"5216 University Way NE, Seattle, WA 98105",Not Available,(206) 729-1559,Hair Salon
Traver Gallery,"47.60827851279284, -122.3382355904629",18 reviews,4.4,"110 Union St #200, Seattle, WA 98101",travergallery.com,(206) 587-6501,Art Gallery
Tricoter,"47.626116163137496, -122.29099059840902",23 reviews,4.1,"3121 E Madison St STE 103, Seattle, WA 98112",tricoter.com,(206) 328-6505,Yarn Store
Truffle Queen,"47.609413608556274, -122.34072317512049",84 reviews,4.7,"1524 Pike Pl, Seattle, WA 98101",trufflequeen.com,(206) 292-5555,Italian Grocery Store
Tutta Bella Neapolitan Pizzeria - Columbia City,"47.55740416947447, -122.28382621375309",932 reviews,4.5,"4918 Rainier Ave S, Seattle, WA 98118",tuttabella.com,(206) 721-3501,Pizza Restaurant
Tutta Bella Neapolitan Pizzeria - South Lake Union,"47.618446805531406, -122.33731839416046",745 reviews,4.3,"2200 Westlake Ave #112, Seattle, WA 98121",tuttabella.com,(206) 624-4422,Pizza Restaurant
Über Tavern,"47.684023073713185, -122.3441017714208",216 reviews,4.7,"7517 Aurora Ave N, Seattle, WA 98103",uberbier.com,(206) 782-2337,Bar
Umber + Fawn,"47.6224567068617, -122.3209475137513",8 reviews,5,"401 Broadway E Ste 101 Studio 214, Seattle, WA 98102",umberandfawn.com,(206) 487-4825,Hair Salon
Unicorn,"47.61436762923855, -122.31689503464042","3,242 reviews",4.4,"1118 E Pike St, Seattle, WA 98122",unicornseattle.com,(206) 325-6492,Bar
Union Bay Natural Area,"47.655756500455546, -122.29178557197253",40 reviews,4.8,"3501 NE 41st St, Seattle, WA 98105",botanicgardens.uw.edu,(206) 543-8616,Nature Preserve
Universal Salon,"47.6603941018766, -122.3971935119014",48 reviews,4.9,"3147 W Government Way, Seattle, WA 98199",Not Available,(206) 281-3544,Beauty Salon
University Village,"47.66267211808755, -122.29832363463909","3,231 reviews",4.5,"2623 NE University Village St, Seattle, WA 98105",uvillage.com,(206) 523-0622,Shopping Mall
Urban Feed and Garden,"47.55896348242639, -122.30319897142421",98 reviews,4.7,"4878 Beacon Ave S, Seattle, WA 98108",urbanfeedandgarden.com,(206) 420-2047,Pet Store
Urban Luxe Cafe,"47.67316746402732, -122.31719090765222",189 reviews,4.8,"6105a Roosevelt Way NE, Seattle, WA 98115",urbanluxecafe.com,(206) 900-1056,Cafe
Uwajimaya Seattle,"47.596889544274866, -122.32600716402754","8,952 reviews",4.6,"600 5th Ave S, Seattle, WA 98104",uwajimaya.com,(206) 624-6248,Asian Grocery Store
Valerie Phoenixx Salon,"47.66745308233509, -122.30008364073673",6 reviews,5,"5101 25th Ave NE Space 8 Suite 11, Seattle, WA 98105",valeriephoenixxsalon.com,(206) 734-8246,Hair Salon
Valley of the Gnomes,"47.615375161707085, -122.28263595792937",15 reviews,4.6,"1546 Madrona Dr, Seattle, WA 98122",Not Available,Not Available,Hiking Area
Vashon Center for the Arts,"47.42916639886452, -122.45939959471669",105 reviews,4.8,"19600 Vashon Hwy SW, Vashon, WA 98070",vashoncenterforthearts.org,(206) 463-5131,Performing Arts Theater
Vashon-Maury,"47.44731010163816, -122.46278908861848",3 reviews,5,"17840 101st Pl SW, Vashon, WA 98070",vashon-maury.com,(650) 336-0547,Tourist Information Center
Vasuda Salon,"47.71832573272283, -122.31218094258416",113 reviews,4.5,"12317 15th Ave NE UNIT 106, Seattle, WA 98125",vasudasalon.com,(206) 525-0870,Hair Salon
Vendemmia,"47.61271719227526, -122.28881482114726",228 reviews,4.6,"1126 34th Ave, Seattle, WA 98122",vendemmiaseattle.com,(206) 466-2533,Italian Restaurant
Veridis,"47.61416282036915, -122.31619736717381",7 reviews,5,"1205 E Pike St #1E, Seattle, WA 98122",veridisclothier.com,(206) 402-3789,Clothing Store
Vermillion,"47.61456942360698, -122.31719204073808",201 reviews,4.6,"1508 11th Ave, Seattle, WA 98122",vermillionseattle.com,(206) 709-9797,Art Gallery
Victor Alexander Winery,"47.626535557238554, -122.55396414443581",Not Available,4.5,"6992 Island Center Rd NE, Bainbridge Island, WA 98110",Not Available,(206) 234-8845,Not Available
Victor Steinbrueck Park,"47.610237876023085, -122.34388453224076","1,646 reviews",4.3,"2001 Western Ave, Seattle, WA 98121",seattle.gov,(206) 684-4075,Park
Victory Lounge,"47.62318269263158, -122.32904713094239",243 reviews,4.5,"433 Eastlake Ave E, Seattle, WA 98109",facebook.com,(206) 382-4467,Bar
Viewpoint Park,"47.54849260482994, -122.3714471862157",53 reviews,4.7,"Seattle, WA 98126",seattle.gov,Not Available,Park
Village Theatre-First Stage,"47.531862176904774, -122.03605780765619",70 reviews,4.7,"120 Front St N, Issaquah, WA 98027",villagetheatre.org,(425) 392-2900,Performing Arts Theater
Virago Gallery,"47.56200391377595, -122.38602229286414",28 reviews,4.8,"4537 California Ave SW, Seattle, WA 98116",viragogallery.com,(206) 705-3931,Art Gallery
Viretta Park,"47.61923797918549, -122.28213944388482",415 reviews,4.7,"151 Lake Washington Blvd E, Seattle, WA 98112",seattle.gov,(206) 684-4075,Park
Vogel's Carpet,"47.70696108964737, -122.34364898491336",63 reviews,4.8,"10560 Aurora Ave N, Seattle, WA 98133",vogelscarpet.com,(206) 590-5154,Flooring Store
